header,price,is_prescription,img_srcСироп Шиповника с витамином С Консумед (Consumed), флакон 250мл БАД,175 руб.,False,https://farmani.ru//upload/resize_cache/iblock/f22/170_170_1/t4eeqm01ftmdhqwpkygor82tnmrko8hi.jpg
Аскорбиновая кислота Консумед (Consumed), таблетки 2,6г со вкусом клубники, 10 шт БАД,30 руб.,False,https://farmani.ru//upload/resize_cache/iblock/28a/170_170_1/l2dhxfl54i2zynowv43ky4829ve6h7kg.JPG
Спазган, таблетки 500мг+5мг+0,1мг, 20шт,193 руб.,False,https://farmani.ru//upload/resize_cache/iblock/3dc/170_170_1/s104d2grei0fdoc3n9rs9pc9ioigb9s2.png
Глицерин, суппозитории ректальные 2,11г, 10 шт,199 руб.,False,https://farmani.ru//upload/resize_cache/iblock/acd/170_170_1/h3xytaxet4pavq04ehy61k7ulkccf354.jpg
Цетрин, таблетки, покрытые пленочной оболочкой 10мг, 20 шт,161.62 руб.,False,https://farmani.ru//upload/resize_cache/iblock/2aa/170_170_1/8cir5jrvj2b1c769qz2zd4t3rhqdkve0.jpg
Комбилипен табс, таблетки, покрытые пленочной оболочкой, 30 шт,342 руб.,True,https://farmani.ru//upload/resize_cache/iblock/3f3/170_170_1/j5hg3cygdo3io58stiza16t8o4pc1af8.jpg
Фурадонин, таблетки 50мг, 20 шт,158 руб.,True,https://farmani.ru//upload/resize_cache/iblock/ccd/170_170_1/4gybesn4ydaio2n734wetxzn941se6hv.jpg
Калий + Магний с витамином В6 Консумед (Consumed), таблетки 640мг, 60 шт БАД,184 руб.,True,https://farmani.ru//upload/resize_cache/iblock/ac3/170_170_1/rj03d4afvtmwj8ujxnvm84tnult1sm15.png
Вазелиновое масло для приема внутрь, флакон 100мл,98 руб.,False,https://farmani.ru//upload/resize_cache/iblock/3b2/170_170_1/03phf7stvch30pnr2jiwtzo5yn8mm1l2.jpg
Корвалол, капли для приема внутрь, флакон 25мл,37 руб.,False,https://farmani.ru//upload/resize_cache/iblock/a79/170_170_1/xw02f27zrk1s9n058nl9oafa7jkz325z.jpeg
Витаминно-минеральный комплекс для женщин от А до Zn Консумед (Consumed), таблетки 1250мг, 30 шт БАД,429 руб.,False,https://farmani.ru//upload/resize_cache/iblock/9b0/170_170_1/cw5i3upgpr74p37ujffb52l6xfpwlph6.jpg
Раствор для контактных линз Ликосол-2000 Консумед (Consumed), флакон 120мл,None,True,https://farmani.ru//upload/resize_cache/iblock/30b/170_170_1/2t4nhi9l1ctuea813i460gbht16k5t1v.jpg
Ингавирин, капсулы 60мг, 10 шт,643 руб.,False,https://farmani.ru//upload/resize_cache/iblock/721/170_170_1/9k94bicwpzw2xc2jbenkr076au15p2x3.png
Эвкалипт при кашле Консумед (Consumed), таблетки 20 шт БАД,215 руб.,False,https://farmani.ru//upload/resize_cache/iblock/152/170_170_1/0tsz9hrpx3saeffiwz0hp4kfsy08vy25.jpg
Витамин Д3 2000МЕ Консумед (Consumed), капсулы 60 шт БАД,611.50 руб.,False,https://farmani.ru//upload/resize_cache/iblock/a91/170_170_1/1eep3e0c84ss5jvi2dwzcv7di7ulv76w.jpg
Левомикон-ТФФ, мазь для наружного применения, 40г,166 руб.,False,https://farmani.ru//upload/resize_cache/iblock/0ca/170_170_1/m07s0vphpm65v9b2uzo8s12ke53nvjql.jpg
Анальгин-Реневал, таблетки 500мг, 20шт,111 руб.,False,https://farmani.ru//upload/resize_cache/iblock/f39/170_170_1/d7kjf4mvhy4ao05jpg2enac2488er6nm.jpg
Ксимелин Эко с ментолом, спрей назальный дозированный 140мкг/доза, флакон 10мл (60доз),155.36 руб.,False,https://farmani.ru//upload/resize_cache/iblock/83e/170_170_1/u1gm9lxhu2q16vgi2vs6dlvqrsi211t4.jpeg
Эналаприл-Изварино, таблетки 10мг, 20 шт,95.24 руб.,True,https://farmani.ru//upload/resize_cache/iblock/bd9/170_170_1/hv3xzi2ojr3z4b4b1i1adkepr7x46bwt.jpg
Курантил N25, таблетки, покрытые пленочной оболочкой 25мг, 120 шт,922 руб.,True,https://farmani.ru//upload/resize_cache/iblock/7af/170_170_1/axvq7hhpq2dirjt2nkmxsey61k781hbl.jpeg
Эгилок, таблетки 100мг, 60 шт,194.93 руб.,True,https://farmani.ru//upload/resize_cache/iblock/826/170_170_1/fquyluq11yj30gze5mme7udqmuenu3a6.jpeg
Никотиновая кислота, таблетки 50мг, 50 шт,71 руб.,False,https://farmani.ru//upload/resize_cache/iblock/f43/170_170_1/nly5xnj767qfdvl3clk1z74mlo436pzk.jpeg
Селен Консумед (Consumed), таблетки 100 мкг 30 шт БАД,195 руб.,False,https://farmani.ru//upload/resize_cache/iblock/4e5/170_170_1/7khcqg7muves11u17w2nw73gsnq3xndc.jpg
Лоротокс, капли ушные 1%+4%, флакон 16г,392 руб.,False,https://farmani.ru//upload/resize_cache/iblock/36d/170_170_1/g4gg0yybigiv85tlbkwoj7n7f7qrlusd.jpg
Энтерофурил, капсулы 200мг, 16 шт,479 руб.,False,https://farmani.ru//upload/resize_cache/iblock/d9c/170_170_1/jkst4n8f6tg622up5tw54c3dbko2331r.jpg
Метилурацил, суппозитории ректальные 500мг, 10 шт,143 руб.,True,https://farmani.ru//upload/resize_cache/iblock/6ef/170_170_1/fcauxqf6dpbinydq48w2rf4nqw3bu9yr.png
Аскорбиновая кислота Консумед (Consumed), таблетки 2,6г, 10 шт БАД,30 руб.,False,https://farmani.ru//upload/resize_cache/iblock/15d/170_170_1/72zjtyarvmys78xf0xduiu75l63douzb.jpg
Гидрокортизон, мазь для наружного применения 1%, 10г,52.81 руб.,False,https://farmani.ru//upload/resize_cache/iblock/361/170_170_1/7ybdsizppltec2v8y3600vae5fgzh8n9.png
